Date,Open,High,Low,Close,Adj Close,Volume
2017-09-28,79.400002,81.400002,76.500000,76.669998,76.669998,1241000
2017-09-29,77.000000,78.000000,76.480003,77.059998,77.059998,740300
2017-10-02,77.000000,79.400002,77.000000,79.199997,79.199997,674000
2017-10-03,79.500000,80.279999,78.519997,79.610001,79.610001,524700
2017-10-04,79.839996,80.099998,77.839996,78.290001,78.290001,499300
2017-10-05,78.440002,78.820000,75.160004,75.339996,75.339996,748200
2017-10-06,75.000000,76.330002,75.000000,75.620003,75.620003,892200
2017-10-09,75.620003,77.680000,75.620003,77.220001,77.220001,651900
2017-10-10,77.000000,77.879997,76.410004,77.519997,77.519997,525300
2017-10-11,77.790001,78.019997,75.449997,77.070000,77.070000,699800
2017-10-12,77.160004,79.599998,76.800003,78.970001,78.970001,812600
2017-10-13,78.620003,78.730003,76.139999,76.620003,76.620003,786200
2017-10-16,77.000000,77.949997,75.419998,75.510002,75.510002,643600
2017-10-17,75.290001,76.610001,74.260002,76.430000,76.430000,1349300
2017-10-18,77.019997,78.410004,76.160004,76.830002,76.830002,798600
2017-10-19,76.169998,76.550003,74.540001,75.900002,75.900002,609900
2017-10-20,76.529999,77.290001,75.410004,76.250000,76.250000,789500
2017-10-23,77.000000,77.000000,74.050003,74.830002,74.830002,1173000
2017-10-24,75.010002,76.349998,73.629997,75.260002,75.260002,2285600
2017-10-25,80.220001,81.930000,64.790001,65.110001,65.110001,8239400
2017-10-26,65.720001,65.839996,63.000000,63.380001,63.380001,2541700
2017-10-27,65.000000,67.660004,64.519997,66.669998,66.669998,1954400
2017-10-30,66.190002,66.980003,62.959999,64.650002,64.650002,1413700
2017-10-31,64.650002,68.000000,64.500000,67.190002,67.190002,1418100
2017-11-01,67.059998,67.809998,66.199997,66.669998,66.669998,838000
2017-11-02,66.309998,67.680000,66.209999,66.849998,66.849998,1055200
2017-11-03,67.099998,68.419998,66.400002,67.400002,67.400002,1122700
2017-11-06,67.550003,68.910004,67.440002,68.550003,68.550003,715000
2017-11-07,68.599998,69.000000,66.970001,67.000000,67.000000,1042400
2017-11-08,66.599998,68.820000,66.389999,68.449997,68.449997,682700
2017-11-09,67.639999,68.650002,67.050003,67.790001,67.790001,541300
2017-11-10,67.790001,69.260002,67.739998,68.800003,68.800003,490300
2017-11-13,68.500000,70.209999,67.760002,70.089996,70.089996,584200
2017-11-14,69.779999,72.750000,68.760002,68.790001,68.790001,1312300
2017-11-15,68.199997,68.790001,66.660004,68.260002,68.260002,590500
2017-11-16,69.110001,71.099998,69.000000,70.709999,70.709999,763000
2017-11-17,70.639999,72.169998,70.510002,71.449997,71.449997,837900
2017-11-20,71.610001,72.220001,70.610001,72.120003,72.120003,475600
2017-11-21,72.320000,73.199997,72.180000,73.070000,73.070000,422100
2017-11-22,73.239998,73.279999,66.000000,68.500000,68.500000,2120700
2017-11-24,68.800003,69.360001,67.339996,68.370003,68.370003,367500
2017-11-27,68.500000,70.489998,68.500000,69.599998,69.599998,776200
2017-11-28,69.489998,69.889999,67.769997,68.139999,68.139999,612200
2017-11-29,67.940002,68.599998,65.209999,67.650002,67.650002,905600
2017-11-30,67.800003,68.959999,65.870003,68.620003,68.620003,717000
2017-12-01,68.639999,68.669998,64.269997,65.989998,65.989998,1226500
2017-12-04,66.900002,66.900002,63.660000,64.580002,64.580002,969100
2017-12-05,64.440002,65.879997,63.000000,65.230003,65.230003,1097800
2017-12-06,65.000000,66.449997,64.769997,65.029999,65.029999,832900
2017-12-07,64.919998,67.160004,64.650002,66.849998,66.849998,1146500
2017-12-08,67.589996,68.750000,66.000000,66.769997,66.769997,1037700
2017-12-11,66.629997,66.639999,64.449997,66.339996,66.339996,1167900
2017-12-12,66.220001,70.970001,65.970001,70.400002,70.400002,1506700
2017-12-13,70.480003,74.250000,70.239998,74.029999,74.029999,1977000
2017-12-14,74.000000,74.690002,72.000000,73.220001,73.220001,1339800
2017-12-15,73.250000,74.430000,73.199997,74.430000,74.430000,2004800
2017-12-18,75.070000,76.790001,73.459999,74.730003,74.730003,1359200
2017-12-19,75.000000,77.449997,74.879997,77.139999,77.139999,963800
2017-12-20,77.139999,77.570000,76.169998,77.559998,77.559998,653600
2017-12-21,77.650002,79.470001,77.290001,79.239998,79.239998,721700
2017-12-22,79.000000,80.000000,77.500000,79.519997,79.519997,610500
2017-12-26,79.239998,80.239998,78.839996,80.110001,80.110001,617900
2017-12-27,80.110001,81.160004,79.949997,80.040001,80.040001,491200
2017-12-28,80.389999,80.389999,78.190002,78.970001,78.970001,515300
2017-12-29,79.160004,79.160004,76.699997,76.699997,76.699997,534900
2018-01-02,77.809998,80.160004,77.680000,80.099998,80.099998,793100
2018-01-03,80.160004,83.230003,80.150002,83.040001,83.040001,788900
2018-01-04,83.129997,83.550003,79.760002,80.919998,80.919998,987700
2018-01-05,81.370003,82.449997,80.459999,82.000000,82.000000,647300
2018-01-08,82.089996,82.800003,81.599998,81.779999,81.779999,615100
2018-01-09,81.820000,82.120003,80.279999,81.169998,81.169998,777700
2018-01-10,80.870003,81.449997,79.349998,81.180000,81.180000,613100
2018-01-11,81.639999,82.930000,81.050003,82.790001,82.790001,537700
2018-01-12,83.000000,87.250000,82.709999,87.190002,87.190002,1127000
2018-01-16,87.900002,89.449997,84.400002,85.690002,85.690002,1273000
2018-01-17,86.080002,88.320000,85.629997,88.089996,88.089996,855200
2018-01-18,88.000000,88.040001,86.010002,86.220001,86.220001,614100
2018-01-19,86.860001,88.830002,86.860001,88.790001,88.790001,990900
2018-01-22,88.500000,90.000000,87.540001,89.940002,89.940002,765200
2018-01-23,90.000000,92.050003,89.010002,91.639999,91.639999,821800
2018-01-24,91.639999,94.849998,91.500000,93.510002,93.510002,1111000
2018-01-25,93.510002,94.099998,92.000000,92.660004,92.660004,764600
2018-01-26,93.180000,94.400002,92.180000,94.360001,94.360001,547100
2018-01-29,94.480003,94.480003,93.000000,93.449997,93.449997,571000
2018-01-30,91.699997,91.830002,86.300003,88.610001,88.610001,1820500
2018-01-31,88.919998,89.940002,87.599998,88.750000,88.750000,629900
2018-02-01,88.529999,91.059998,87.550003,89.910004,89.910004,505100
2018-02-02,89.080002,89.680000,86.930000,88.620003,88.620003,753400
2018-02-05,85.910004,89.220001,81.809998,81.919998,81.919998,1390900
2018-02-06,79.620003,87.330002,77.510002,87.089996,87.089996,1386600
2018-02-07,87.050003,89.660004,86.449997,88.040001,88.040001,1638100
2018-02-08,70.400002,71.059998,59.599998,59.799999,59.799999,10212600
2018-02-09,62.290001,63.270000,55.770000,57.900002,57.900002,5706300
2018-02-12,59.700001,62.400002,58.860001,61.580002,61.580002,2333600
2018-02-13,61.230000,64.949997,61.099998,64.529999,64.529999,2229000
2018-02-14,63.990002,65.699997,62.139999,64.360001,64.360001,1528500
2018-02-15,65.070000,66.139999,64.459999,65.949997,65.949997,937200
2018-02-16,65.989998,66.959999,65.720001,66.389999,66.389999,873600
2018-02-20,66.000000,67.449997,64.790001,65.279999,65.279999,1052800
2018-02-21,65.510002,67.430000,65.400002,65.739998,65.739998,732600
2018-02-22,66.000000,66.510002,64.620003,65.029999,65.029999,894900
2018-02-23,65.419998,68.639999,65.309998,68.510002,68.510002,1101600
2018-02-26,68.769997,69.940002,68.510002,69.620003,69.620003,905200
2018-02-27,70.750000,71.750000,68.720001,68.940002,68.940002,898400
2018-02-28,69.050003,70.820000,67.750000,67.949997,67.949997,777900
2018-03-01,67.919998,68.790001,64.139999,65.650002,65.650002,1246400
2018-03-02,64.949997,67.660004,64.059998,67.389999,67.389999,585200
2018-03-05,67.489998,69.750000,67.489998,68.529999,68.529999,693500
2018-03-06,68.930000,70.360001,68.059998,68.669998,68.669998,768700
2018-03-07,67.629997,69.349998,67.550003,69.279999,69.279999,552300
2018-03-08,69.620003,69.629997,66.599998,66.930000,66.930000,779200
2018-03-09,67.760002,68.900002,67.339996,68.410004,68.410004,766700
2018-03-12,68.389999,70.459999,68.309998,70.269997,70.269997,788400
2018-03-13,70.470001,71.930000,68.150002,69.120003,69.120003,762200
2018-03-14,69.739998,70.070000,68.370003,69.570000,69.570000,460300
2018-03-15,69.669998,70.790001,68.419998,69.870003,69.870003,420300
2018-03-16,69.860001,70.260002,68.650002,70.129997,70.129997,983800
2018-03-19,69.459999,69.580002,65.910004,66.900002,66.900002,865700
2018-03-20,67.019997,67.879997,66.190002,67.860001,67.860001,404700
2018-03-21,67.690002,69.400002,67.599998,69.209999,69.209999,416200
2018-03-22,68.320000,69.470001,66.470001,66.500000,66.500000,534600
2018-03-23,65.970001,68.470001,65.820000,66.720001,66.720001,673400
2018-03-26,68.139999,68.349998,66.410004,67.699997,67.699997,473300
2018-03-27,68.059998,68.160004,65.239998,65.599998,65.599998,478600
2018-03-28,65.589996,65.849998,63.029999,63.090000,63.090000,565300
2018-03-29,63.349998,65.160004,63.240002,64.190002,64.190002,544900
2018-04-02,63.980000,63.980000,62.020000,63.599998,63.599998,505000
2018-04-03,64.309998,65.820000,63.880001,65.489998,65.489998,567100
2018-04-04,63.250000,67.419998,63.250000,66.760002,66.760002,729700
2018-04-05,67.129997,68.120003,66.089996,67.800003,67.800003,559900
2018-04-06,66.989998,67.940002,65.570000,66.419998,66.419998,459000
2018-04-09,66.940002,67.750000,65.559998,65.639999,65.639999,483300
2018-04-10,66.809998,67.610001,65.839996,66.970001,66.970001,507100
2018-04-11,66.430000,67.820000,66.400002,66.790001,66.790001,432400
2018-04-12,67.209999,67.989998,66.660004,67.379997,67.379997,517500
2018-04-13,67.860001,67.989998,65.430000,65.750000,65.750000,568700
2018-04-16,66.150002,67.580002,65.459999,66.959999,66.959999,654800
2018-04-17,67.250000,67.339996,63.290001,63.470001,63.470001,1323800
2018-04-18,63.770000,64.150002,61.009998,61.799999,61.799999,2220900
2018-04-19,65.889999,65.889999,61.400002,63.669998,63.669998,2521700
2018-04-20,63.459999,64.010002,61.509998,63.880001,63.880001,1650700
2018-04-23,62.459999,62.980000,58.410000,59.950001,59.950001,2061800
2018-04-24,60.310001,61.919998,58.840000,59.080002,59.080002,2178300
2018-04-25,61.880001,61.910000,56.900002,57.060001,57.060001,2951800
2018-04-26,57.070000,59.970001,57.000000,58.240002,58.240002,1423100
2018-04-27,58.200001,59.459999,57.650002,58.580002,58.580002,1150700
2018-04-30,58.520000,58.840000,58.020000,58.360001,58.360001,616500
2018-05-01,58.029999,58.360001,56.759998,57.830002,57.830002,709300
2018-05-02,57.650002,58.799999,57.240002,58.310001,58.310001,549700
2018-05-03,58.029999,58.419998,56.610001,57.180000,57.180000,654200
2018-05-04,56.880001,60.150002,56.799999,60.020000,60.020000,850600
2018-05-07,60.310001,61.919998,59.750000,61.759998,61.759998,824500
2018-05-08,61.880001,62.340000,61.369999,62.270000,62.270000,497600
2018-05-09,62.290001,62.560001,61.520000,62.060001,62.060001,517900
2018-05-10,62.320000,62.770000,61.750000,61.930000,61.930000,584900
2018-05-11,61.930000,62.599998,61.490002,62.360001,62.360001,485200
2018-05-14,62.470001,63.150002,62.090000,62.299999,62.299999,509600
2018-05-15,61.860001,61.959999,60.049999,61.259998,61.259998,661000
2018-05-16,61.650002,62.849998,61.509998,62.310001,62.310001,462000
2018-05-17,62.299999,63.380001,62.230000,62.880001,62.880001,693100
2018-05-18,62.889999,62.889999,62.180000,62.430000,62.430000,464000
2018-05-21,62.799999,62.939999,62.110001,62.889999,62.889999,633900
2018-05-22,63.259998,64.540001,63.070000,63.160000,63.160000,621600
2018-05-23,62.860001,63.029999,61.389999,61.869999,61.869999,655800
2018-05-24,61.849998,62.459999,61.500000,62.389999,62.389999,434200
2018-05-25,62.360001,62.750000,61.930000,62.730000,62.730000,380900
2018-05-29,62.700001,64.870003,62.450001,64.839996,64.839996,740800
2018-05-30,64.940002,65.599998,64.089996,65.300003,65.300003,644800
2018-05-31,65.010002,65.089996,62.369999,62.410000,62.410000,552600
2018-06-01,62.820000,64.349998,62.820000,63.730000,63.730000,619600
2018-06-04,64.099998,65.639999,64.099998,65.360001,65.360001,659500
2018-06-05,65.290001,66.080002,65.000000,65.919998,65.919998,510500
2018-06-06,66.220001,69.250000,65.949997,68.349998,68.349998,933200
2018-06-07,68.160004,69.290001,67.290001,69.040001,69.040001,626100
2018-06-08,68.739998,69.889999,68.089996,69.570000,69.570000,510100
2018-06-11,69.410004,73.419998,69.410004,73.339996,73.339996,891900
2018-06-12,73.750000,81.400002,73.519997,79.150002,79.150002,2748600
2018-06-13,78.680000,80.940002,76.349998,77.400002,77.400002,1292800
2018-06-14,78.000000,80.029999,77.430000,79.989998,79.989998,720600
2018-06-15,79.720001,81.699997,78.510002,78.919998,78.919998,1161000
2018-06-18,78.500000,79.279999,77.580002,79.070000,79.070000,500600
2018-06-19,78.059998,79.330002,76.050003,77.970001,77.970001,755100
2018-06-20,78.339996,79.099998,77.699997,78.370003,78.370003,466700
2018-06-21,78.320000,78.320000,75.500000,77.139999,77.139999,559000
2018-06-22,77.370003,77.760002,75.589996,75.919998,75.919998,656800
2018-06-25,75.379997,76.000000,73.510002,74.419998,74.419998,565700
2018-06-26,74.760002,76.349998,74.440002,75.400002,75.400002,354800
2018-06-27,75.769997,77.489998,75.430000,76.019997,76.019997,517300
2018-06-28,76.089996,76.849998,75.309998,76.300003,76.300003,395200
2018-06-29,76.739998,77.970001,75.750000,75.769997,75.769997,690400
2018-07-02,75.099998,76.459999,74.029999,75.930000,75.930000,498400
2018-07-03,76.230003,77.540001,75.730003,76.290001,76.290001,259600
2018-07-05,76.930000,81.779999,76.419998,81.330002,81.330002,1747600
2018-07-06,82.000000,83.620003,78.639999,80.870003,80.870003,1120700
2018-07-09,80.889999,82.360001,80.260002,80.910004,80.910004,578300
2018-07-10,77.209999,81.209999,75.199997,80.959999,80.959999,1054800
2018-07-11,79.760002,81.750000,79.070000,79.199997,79.199997,435100
